gene,pos,2X bulk,3X 100-cells,3X 10-cells,32X single-cells
human_small,50,0.016011018730529816,0.03830270122278396,0.05211564333165633,0.03607050549782804
human_small,51,0.018448410615340305,0.014917577837873197,0.04628353322928582,0.06884535482798029
human_small,52,0.04100974344743623,0.008248029355364832,0.08492117464261956,0.08928473543343009
human_small,53,0.04762094361532531,0.00339679476336593,0.10035990594434314,0.10075551481486678
human_small,54,0.05834983678207764,0.01300019833523445,0.11249442733906378,0.09561437183498273
human_small,55,0.06789928866448772,0.030856278314364202,0.10273560019984239,0.10599841981062341
human_small,56,0.0695514421303744,0.0391189801482891,0.12595846114364692,0.13162832512736508
human_small,57,0.06966735722748418,0.05843939449082899,0.12971923888353873,0.13650781933980347
human_small,58,0.08014586126996624,0.07593140869351644,0.15252007241777707,0.12091818662387248
human_small,59,0.0489771759259436,0.12285747729630285,0.1839290110700431,0.1298966445558895
human_small,60,0.04470463040901609,0.10949708633026421,0.19613801997228109,0.13563696404475686
human_small,61,0.0468959010204234,0.10510491454610167,0.16515180614446778,0.12059633864763797
human_small,62,0.09960504580970883,0.044816268021137105,0.05921845542068188,0.09535161924345976
human_small,63,0.11495530645622687,0.01684777953443652,0.03243855608725823,0.07083450034644131
human_small,64,0.12211689868937423,0.027298599028615023,0.06840808442543232,0.08434340139708058
human_small,65,0.12179174758691402,0.02912370294766253,0.09141980992841821,0.09725826631458276
human_small,66,0.1501452006934899,0.005097003878664942,0.12686308694489654,0.0786205238335254
human_small,67,0.17531074146092887,-0.015914033000345492,0.12004408391012662,0.08532302456385339
human_small,68,0.3350069111475543,0.21347805892783575,0.2586693315083094,0.29768245505396895
human_small,69,0.5654218646902487,0.46412186151344,0.5145267340287142,0.5465306701813628
human_small,70,0.8144297326930245,0.704287767434832,0.6798254463604042,0.6958416465188437
human_small,71,0.8331424910034178,0.7498305635016163,0.7771858576257227,0.7133179610969476
human_small,72,0.7907258317391967,0.8429732518537865,0.8654751410293787,0.7430508574976737
human_small,73,0.7882315488291322,0.878717293835126,0.8733296699900555,0.8042940598695152
human_small,74,0.7827665790066154,0.8571913065127935,0.8538784286579107,0.7819621221323791
human_small,75,0.7925550317297136,0.8629572856274002,0.8670783199956844,0.7661847856351783
human_small,76,0.7938767403898161,0.8920562466654052,0.825421292329974,0.7597940442650062
human_small,77,0.7743138742384243,0.9088179101165426,0.8097594853639373,0.7632898131026838
human_small,78,0.6313056203559615,0.686213672866853,0.7093059432755097,0.575234657172622
human_small,79,0.4396632266995433,0.45242262858055465,0.46741342802076935,0.3902290840537932
human_small,80,0.19475164376682125,0.22702654695608135,0.23424914555899556,0.23526992649490164
human_small,81,0.1717467669012171,0.21086943947476844,0.1684265282663382,0.23156446640078815
human_small,82,0.16045778549348483,0.19366228902613525,0.15993686487025366,0.23699056642752217
human_small,83,0.14337058123647198,0.18771232814485792,0.1234494208048112,0.22494796564990677
human_small,84,0.12932433465351578,0.18375696784498016,0.15936697393378974,0.2389997208435656
human_small,85,0.1216183921606675,0.17931147166189879,0.19440521146417797,0.21161027882301187
human_small,86,0.1064022786579468,0.15843514220443816,0.17703571189473818,0.20935112932942115
human_small,87,0.11991669914282604,0.14198743248023202,0.16763219205235638,0.16433325324512296
human_small,88,0.10201544616524166,0.1463868530509231,0.13831637054675147,0.16143117474231677
human_small,89,0.06107789862400175,0.1253314007721069,0.07895470970092526,0.07187717835377534
human_small,90,0.06614046332966272,0.11122181246923919,0.07980570762237855,0.04419031815272449
human_small,91,0.06934557834882178,0.10431769713410881,0.08720714800520168,0.04386419253709451
human_small,92,0.04724928577066941,0.08131259548401636,0.07103400603931888,0.00630936869025391
human_small,93,0.036731143148928634,0.06424244638473864,0.1058268336687146,-0.0034221671416649266
human_small,94,0.05926546720228497,0.07276548580117603,0.0676483605623492,-0.008009982525020966
human_small,95,0.0601450591253207,0.08666727373447163,0.009941740612915312,-0.019355643346300015
human_small,96,0.06318488843378234,0.09202545253589717,0.008123498760781412,-0.002563335980730004
human_small,97,0.052644966170726434,0.10036802031571417,0.02076137871293875,0.03557037718003221
human_small,98,0.9267430467774893,1.1095558192576351,0.9280014041366087,0.9394902508282094
human_small,99,1.5004614439048816,1.6676647543529637,1.524839029546713,1.5167604016373992
human_small,100,1.5030212721798124,1.6726565527460766,1.5730670365754043,1.5476956274449825
human_small,101,1.4885883829671012,1.6608041891117333,1.567410337656919,1.54189698841534
human_small,102,1.5149518258354366,1.6692378238853998,1.572046706177843,1.5577666689786982
human_small,103,1.5225358471994885,1.6703628084671944,1.5693758145980727,1.572183921564673
human_small,104,1.5043197058951927,1.6752925323115715,1.583857099034726,1.5742709664543928
human_small,105,1.523528763114541,1.6786683113255225,1.602340425540272,1.6091419377334724
human_small,106,1.5190286630413974,1.6786683113255225,1.6276851722033818,1.6093320340517139
human_small,107,1.523713257880746,1.6786683113255225,1.6163317116193998,1.6176551380048731
human_small,108,0.6654669204576791,0.7313962863034588,0.7275419180737179,0.8287740763552021
human_small,109,0.10358220435161547,0.13326453920296785,0.2056047463822229,0.2940327907221005
human_small,110,0.09257314304298216,0.1442074204278953,0.200690077438099,0.30582143389684874
human_small,111,0.11057209921371182,0.15460107621886757,0.19953337126845885,0.2690599470196077
human_small,112,0.1063836282719261,0.15412910637268756,0.20848045091862252,0.2891449655751878
human_small,113,0.12221670114468225,0.15279427378153443,0.16407411160565377,0.24809587034800135
human_small,114,0.13358195711091153,0.14370927470898406,0.1638029201556445,0.23555547484765832
human_small,115,0.12939092987849307,0.1250055037477134,0.2072464650427178,0.17864329165230813
human_small,116,0.11525330596763941,0.09973299270568438,0.17035285152737353,0.13987606720541382
human_small,117,0.09045168846104971,0.06688044898655822,0.17414561294077227,0.09096590422733573
human_small,118,0.0716644610365464,0.052014802368044254,0.14191831299841676,0.0609263520363529
human_small,119,0.061724327946415844,0.037254197648745255,0.1498043602526522,0.05674755384418012
human_small,120,0.0947016424602941,0.041216240855428056,0.13894255130999336,0.021715255145837435
human_small,121,0.11679975740114279,0.05633431580164847,0.12860050278753798,0.03680545850454427
human_small,122,0.1381494359774889,0.006778782046848823,0.04919566154231364,0.01916300621103561
human_small,123,0.12845843858037578,0.0008685695304335711,0.07320771418635115,0.03128023964636078
human_small,124,0.12245239800559868,0.018912335782019642,0.08063778654128144,0.033507052474203006
human_small,125,0.11455229910856143,0.02301834429221648,0.00872372166675761,0.01597979881610125
human_small,126,0.177642285474782,0.08128387762136093,0.05543473549936426,0.0670372292580423
human_small,127,0.25193462924596904,0.12927477322221584,0.13895186274709484,0.15162630449258402
human_small,128,0.324304092753102,0.21545190958683488,0.24557781849869245,0.18942651181841402
human_small,129,0.40469575668321134,0.27426382673254845,0.2623191766494925,0.24622345846124558
human_small,130,0.5781619909698754,0.4705665928269737,0.4370262127519819,0.4783777529056891
human_small,131,0.8412859121982352,0.7652336375804608,0.7722956513996847,0.7518203464464848
human_small,132,0.8560566772970903,0.8654985645769249,0.8904921218883152,0.7911527025478445
human_small,133,0.953194871357891,0.9761159458410993,1.0353566845144853,0.9075416491082129
human_small,134,0.9730510718063514,0.9718685367299177,1.0096348764851817,0.9401730798698654
human_small,135,0.981898527606464,0.9766079574566188,1.0477295305176757,0.9657731819694622
human_small,136,0.9781421639632311,0.9986693318822991,1.031529875099064,0.9769738545883697
human_small,137,1.195308855959766,1.2666272936803642,1.187329141079753,1.191028539698114
human_small,138,1.1836565724383639,1.241568586163195,1.1564515172509124,1.2092768573097934
human_small,139,1.1090599093653681,1.1985850893295071,1.0820820191863074,1.160050061226955
human_small,140,0.9143466664317068,1.003240723706812,0.9445094854532227,0.9666797913459361
human_small,141,0.6314758515533587,0.694689189626469,0.6233800952003582,0.6930279540806706
human_small,142,0.6069844712874268,0.6355728730595692,0.5962472824251537,0.6774935996255598
human_small,143,0.5383034326530374,0.5176704977561338,0.4843888887511795,0.5569490952432586
human_small,144,0.522502668226946,0.520032804121735,0.5086200543037785,0.5341495951379629
human_small,145,0.5168475544287627,0.5234507531288385,0.5059461512294453,0.5634990826682061
human_small,146,0.45068518304694516,0.45645222033905464,0.498332343364481,0.5368894943348284
human_small,147,0.1735296517854147,0.17542501560133547,0.2519234274592143,0.24871725166320063
human_small,148,0.1208185514965809,0.12299002728942703,0.19970611975240402,0.22277216731877333
human_small,149,0.11597762705368447,0.12283976642119417,0.23993655085530693,0.20996995942772304
human_small,150,0.11599496561222367,0.11288671919334063,0.19363118570636528,0.21596257451499942
human_small,151,0.1140100866088263,0.11456276431965103,0.18712124606813663,0.22754591710270428
human_small,152,0.0996567441272487,0.13421056251472074,0.2035483712119809,0.2093407589330421
human_small,153,0.08366017547641127,0.1512629840731384,0.1711159796402233,0.21510617935807672
human_small,154,0.08432852411839975,0.15365948958767026,0.15147391367905516,0.23199569132492837
human_small,155,0.05479359312971806,0.13317467748001835,0.16794185569630726,0.19429264943764699
human_small,156,0.06202183805771609,0.12417543467753817,0.12924714468995563,0.17899766765363795
human_small,157,0.059106840087855966,0.10787556128589133,0.12396927674532406,0.16646489755069266
