transfer,,in_vitro,in_vivo,in_vitro,in_vivo
feature,,reac,reac,rsq,rsq
gene,pos,,,,
Den1,1,-0.05947951591666663,-0.18189438041666664,0.9720176128266408,0.9202867275287199
Den1,2,-0.04539417699999999,-0.05966371333333333,0.839778428722505,0.7884598907505201
Den1,3,0.004212753333333341,-0.008359703333333338,0.8989812999829518,0.7858043919402428
Den1,4,-0.0035950335000000167,0.016298546249999987,0.9597725149946892,0.9300164830087237
Den1,5,0.031597967,0.075706029375,0.9773587250860808,0.9028120541196198
Den1,6,0.040768424416666664,0.0717873475,0.9633915777090615,0.8121085952264976
Den1,7,0.035518125166666664,0.04642479083333333,0.963364601121634,0.7826556522277521
Den1,8,0.006330215916666666,0.008155502083333334,0.9328813601624445,0.8221133581114863
Den1,9,0.004115282500000001,0.004407431458333333,0.8384753092513881,0.8062402020408697
Den1,10,0.0053798431666666644,0.012219633958333335,0.9893493225390005,0.9435477927277247
Den1,11,0.014033357916666666,0.018807126458333333,0.896379206994069,0.7294213451678202
Den1,12,0.008153163833333334,0.015893910624999997,0.9636760280756738,0.8539551252965077
Den1,13,0.005096648333333334,0.011168373958333333,0.9589622305661417,0.8040682128065632
Den1,14,0.006482357500000001,0.011674128125,0.9583819852905568,0.7414724847904505
Den1,15,0.013070781,0.017381361041666668,0.9543544215626152,0.8419175739564404
Den1,16,0.013541529916666665,0.016317312916666667,0.9536706603121152,0.8178268555136785
Den1,17,0.015157879833333332,0.017663003333333333,0.9651170704294313,0.8466079084550086
Den1,18,0.024620933916666667,0.024997494583333335,0.8973396354531546,0.8553891756606288
Den1,19,0.01320846775,0.01212439625,0.9468299180705131,0.7541550225366551
Den1,20,0.01409957475,0.014613688333333333,0.9285600247789056,0.7344384217610382
Den1,21,0.0280414465,0.035301297291666665,0.9024463591433934,0.8958067099251976
Den1,22,0.008790851416666665,0.010913164166666668,0.9434392470063147,0.6985268289430453
Den1,23,0.020192296083333332,0.0213839725,0.9196433440841477,0.7741644991416624
Den1,24,0.0173008905,0.01731619666666667,0.931705844124148,0.866358489861911
Den1,25,0.036551549333333336,0.03698416958333333,0.9176126372101879,0.830922380997104
Den1,26,0.026599353,0.026004265208333335,0.922333140234489,0.8490942965039762
Den1,27,0.03540797675,0.03917928416666667,0.9283935702820686,0.851331909976263
Den1,28,0.02912924766666667,0.025246899375000003,0.8721655078356495,0.8508784767279876
Den1,29,0.007041276333333334,0.00623147375,0.899521300321667,0.7732945303601191
Den1,30,0.009368844333333333,0.010932620833333332,0.8785006144500986,0.7066166860842013
Den1,31,0.020804159083333336,0.026872457916666665,0.9053719240849031,0.852051303914256
Den1,32,0.010211914333333332,0.012626427291666667,0.9206025420895556,0.7855446049222683
Den1,33,0.02729574033333333,0.029215562291666667,0.9437834051284368,0.8793151019229968
Den1,34,0.037303829,0.03642112604166667,0.9217811412239051,0.8694374327481488
Den1,35,0.010276817916666667,0.013497447708333334,0.931706819651718,0.7871806480875881
Den1,36,0.015667981333333334,0.019880932708333333,0.8911376003419095,0.7981191514202044
Den1,37,0.015849184583333335,0.016750021666666667,0.8942470528670009,0.7544207195500326
Den1,38,0.015578435833333334,0.01736864479166667,0.9413706066532497,0.8587352472770281
Den1,39,0.015244695583333334,0.017347537916666666,0.95021495098734,0.8810831385557726
Den1,40,0.018702442666666666,0.025772044583333334,0.9427445917807576,0.8921503496814922
Den1,41,0.0070992155000000005,0.010272886875,0.9281801333411615,0.8875272139390851
Den1,42,0.02078568683333333,0.028126315625,0.8820820885003231,0.8540282672858495
Den1,43,0.004086987499999999,0.008182045,0.9767972972638936,0.8168427264199719
Den1,44,0.009499750500000001,0.016098980208333332,0.9663169783286482,0.8850624290009143
Den1,45,0.0050493789166666655,0.01684577104166667,0.9779875178205419,0.9344720131612406
Den1,46,0.019910373833333335,0.02194849,0.9280260484912848,0.8565833009737326
Den1,47,0.007870746666666668,0.014733279999999996,0.9780887673378021,0.8774466499535115
Den1,48,0.004116514166666666,0.036261976875,0.984202352980966,0.9320598520166844
Den1,49,0.022677384833333335,0.05380129958333333,0.9244588222322969,0.9121097129472138
Den1,50,0.022755337833333333,0.060661877291666666,0.9466913783588391,0.9114717275672253
Den1,51,0.015936621416666664,0.02409699083333333,0.9309217992922126,0.8844107077592842
Den1,52,0.005489969166666665,0.018756193125,0.9648079523580406,0.9150995652764718
Den1,53,-0.0002610320000000007,0.003771519791666667,0.970681725180956,0.8585183577793638
Den1,54,-0.000623973416666666,0.002649386875,0.9660161662396085,0.8631405324600817
Den1,55,-0.0006426030000000007,0.0007752885416666661,0.9765727980910881,0.9060458533013762
Den1,56,-0.002395936916666666,0.0010591337500000019,0.9771710688922409,0.9391359446782682
Den1,57,-0.0028456099166666677,0.0013392595833333347,0.9802494738338738,0.9647113516346962
Den1,58,-0.0010906149999999996,0.0019080762499999997,0.9627464687384787,0.8888052561749579
Den1,59,-0.002926184333333335,0.005017361875000002,0.9526135391867804,0.9125434419889714
Den1,60,-0.0020460364166666684,0.004927224791666666,0.9665215949623162,0.9010228733178877
Den1,61,-0.001925847,0.003375164999999999,0.9791118764653014,0.9618042158607887
Den1,62,0.0034044231666666654,0.007710674583333335,0.9836022703081083,0.9356161960502376
Den1,63,0.002829694666666666,0.004619981041666668,0.9724035045192913,0.8961735577208293
Den1,64,0.01061856975,0.010337965208333333,0.972538262473924,0.8784848628722778
Den1,65,0.006991894750000001,0.0082129175,0.9256022750612217,0.8069039025369179
Den1,66,0.00034498983333333227,0.0014456522916666658,0.9803497576057095,0.9165050033550467
Den1,67,0.001071249166666667,0.0044722087500000006,0.9754292285779361,0.9409611180755874
Den1,68,-0.0014704969166666668,0.0022233831249999993,0.9692894818886549,0.9347097340723015
Den1,69,-0.004903709000000001,0.0031528422916666625,0.9639714013865762,0.942848095487666
Den1,70,-0.0021988420000000003,0.0055746656249999966,0.9735412219416423,0.9204075045230329
Den1,71,-0.0012787105833333336,8.843687499999937e-05,0.9373270295895054,0.9548973991769387
Den1,72,-0.000542303833333333,0.002304289791666667,0.9779680546183175,0.8429505288309304
Den1,73,-0.00044630900000000036,0.0007076870833333328,0.9761609211430039,0.8529580628666782
Den1,74,-0.0031451037500000007,0.00014293770833333352,0.9615377282696445,0.9496357403536336
Den1,75,0.0008858871666666665,0.0022675460416666667,0.9677090589005515,0.771232757310164
Den1,76,3.7013916666666855e-05,0.0017867952083333338,0.9663939506510114,0.8742636693916227
Den1,77,-8.10772499999988e-05,0.004870894583333333,0.971265188379847,0.8794653978663867
Den1,78,-0.0012360096666666676,0.007481590208333333,0.978492541477919,0.9327706019896749
Den1,79,0.0004769057499999999,0.005894364375,0.9679992156092477,0.8832541232332061
Den1,80,0.0005624160833333328,0.0036241581249999992,0.9685110587253206,0.8105753384482983
Den1,81,0.0024728753333333334,0.005172662291666667,0.9715378727252854,0.8760677872015887
Den1,82,0.0005417939166666669,0.00781536,0.9722021485036014,0.7216641262868144
Den1,83,-0.0026937817500000006,0.010215964374999999,0.9620284523483341,0.9155652867129267
Den1,84,-0.00024705983333333376,0.0028947687500000003,0.9658746180513172,0.8684344984836004
Den1,85,-0.0012327484166666672,0.0009852904166666669,0.9841945956811178,0.9597133623689613
Den1,86,-0.0007452667500000008,0.002107164791666666,0.9591753917363707,0.9149214916590462
Den1,87,-0.0017874134166666659,0.005335346666666668,0.9787885309021673,0.9452431655676335
Den1,88,-0.0016063671666666681,0.0012310335416666675,0.9858703850497426,0.9616668485777994
Den1,89,-0.00021894491666666648,0.0012088022916666669,0.9839227896372068,0.9034550064695468
Den1,90,-0.00033933250000000003,0.0030777852083333328,0.9828593107062673,0.840199235838336
Den1,91,-0.0027400257500000006,0.006365308333333338,0.9723800921041119,0.9544943815855226
Den1,92,-0.0017682815833333372,0.006575915000000002,0.9781981753193468,0.94318180551748
Den1,93,-0.002088784083333333,0.0006703045833333343,0.9860332417210023,0.9672911420386388
Den1,94,-0.001066754083333333,0.002748187708333334,0.9778699218692352,0.958617458616386
Den1,95,-0.002081427833333334,0.005577098749999998,0.9801875842325388,0.9556891024556772
Den1,96,-0.001383098583333333,0.0006578535416666664,0.9900320128755704,0.9548527089434279
Den1,97,-0.0010216936666666639,0.005973031250000001,0.9825924672001446,0.9628171115825841
Den1,98,0.00031439083333333425,0.0057340322916666665,0.9786665148569358,0.9538117268413492
Den1,99,0.0035200900833333324,0.004333416458333334,0.977854338811893,0.9200961174329825
Den1,100,0.008674327,0.007570451875000001,0.9244518359982009,0.9090399627300659
Den1,101,-0.0002341837500000007,0.0054357375,0.9885353104018181,0.9644265707756401
Den1,102,-0.0010092080833333313,0.007895654583333326,0.9737597663062333,0.9586280184817039
Den1,103,-0.002949831333333334,0.006267004375,0.9708205546679324,0.944454944321413
Den1,104,-0.0014673427500000013,0.0015015795833333324,0.9722013238419259,0.9382314188108862
Den1,105,0.00013426908333333352,0.0023528397916666665,0.9764383296040458,0.9135411731351941
Den1,106,-0.0028805695833333325,0.002275666041666669,0.9696474336861759,0.96524260642681
Den1,107,-0.00030707283333333705,0.0040613291666666655,0.9897285439605593,0.9439746796446375
Den1,108,0.0007706984999999988,0.0015019724999999998,0.9691435079152867,0.9001678693112795
Den1,109,0.0008162033333333334,0.001049961041666667,0.9766779704143694,0.8957124047503958
Den1,110,0.001930145416666667,0.004029958125,0.9787762784682611,0.8629878239791761
Den1,111,0.010635343333333333,0.019723258125,0.9209858334383642,0.9065491327136015
Den1,112,0.02764487325,0.051745839375,0.910882329266309,0.9263797082558127
Den1,113,0.0020815673333333335,0.003351522708333334,0.9874081307743066,0.8535789345826513
Den1,114,0.00033970691666666646,0.0019469954166666658,0.9737502375462685,0.9137064226665826
Den1,115,0.0001132969166666659,0.002492185208333334,0.985216904893432,0.9611954592758305
Den1,116,0.004652879583333333,0.010100342291666665,0.9851834916169854,0.93231665603523
Den1,117,0.004151621749999998,0.008974867291666666,0.9908941549757125,0.9481606345290186
Den1,118,0.009052117166666668,0.012994326458333332,0.9695253537478288,0.9361887679322646
Den1,119,0.0057349115833333335,0.009582493958333334,0.9635218201324036,0.9206310685433554
Den1,120,0.0016123263333333335,0.0054634637500000005,0.9705687597677458,0.8222737821176495
Den1,121,0.00159875225,0.0060333666666666655,0.9782564581370541,0.8005706801646648
Den1,122,0.05441172,0.05855900666666666,0.9080696867159276,0.9065093644322788
Den1,123,0.014674509583333334,0.02669147083333333,0.8875127800118885,0.917127472650526
Den1,124,0.00980177575,0.013624731041666666,0.8753573518752378,0.8858691197466826
Den1,125,0.0007588525000000001,0.00339586125,0.9857517682090241,0.9314556442300029
Den1,126,1.4238666666667454e-05,0.0024202979166666667,0.9887706980457716,0.9555648081150446
Den1,127,0.00037256666666666784,0.0037955770833333334,0.9813065964604464,0.8424512075607502
Den1,128,0.001663303833333333,0.001339200416666667,0.9873820812412409,0.9449318697092467
Den1,129,3.094816666666814e-05,0.001783096875000001,0.9802527129148008,0.9409641779842833
Den1,130,0.001087948666666668,0.002835379375,0.9879164885075297,0.9744361333845526
Den1,131,0.00018774641666666694,0.0016664689583333336,0.9838622759369241,0.9464037361299338
Den1,132,-0.0010332874999999949,0.007660057500000004,0.9679539052242876,0.9312527331716635
Den1,133,-0.0009213950833333352,0.007205611666666664,0.9742139180091233,0.939503707069263
Den1,134,0.000554815333333333,0.005254288124999999,0.988975272654937,0.9248168741007537
Den1,135,0.011679201166666667,0.029412093750000003,0.9768113876640678,0.9409837755324687
Den1,136,0.013138106083333333,0.025375666041666665,0.966356806482262,0.9429940713090786
